campaign_id,industry,marketing_channel,ad_spend,duration,target_audience,region,device,operating_system,browser,engagement_metric,conversion_rate,success,budget_allocation,audience_reach,device_conversion_rate,os_conversion_rate,browser_conversion_rate
1040,finance,influencer,37021,58,55+,North America,tablet,Android,Firefox,371058,0.519350291,1,638.2931034,618430,70%,80%,80%
1046,healthcare,content marketing,31600,38,18-34,Africa,tablet,Windows,Safari,97475,0.026024191,1,831.5789474,97475,70%,70%,70%
1048,manufacturing,influencer,49777,47,35-54,North America,desktop,iOS,Safari,42801,0.569668501,1,1059.085106,53501.25,90%,90%,70%
1049,manufacturing,social media,10489,25,18-34,North America,mobile,Android,Chrome,83068,0.710280908,0,419.56,83068,80%,80%,90%
1050,services,social media,24082,13,18-34,North America,desktop,Android,Safari,344931,0.66837506,1,1852.461538,344931,90%,80%,70%
1052,e-commerce,email,38243,57,55+,Europe,tablet,iOS,Safari,395514,0.466286301,1,670.9298246,659190,70%,90%,70%
1053,technology,influencer,13695,62,55+,Asia-Pacific,desktop,iOS,Safari,324406,0.198506476,1,220.8870968,540676.6667,90%,90%,70%
1056,services,influencer,37103,57,55+,Africa,desktop,Windows,Chrome,462415,0.390259271,1,650.9298246,770691.6667,90%,70%,90%
1058,finance,social media,31350,19,35-54,Europe,tablet,iOS,Safari,147395,0.903961043,1,1650,184243.75,70%,90%,70%
1060,healthcare,influencer,25354,40,55+,Asia-Pacific,tablet,iOS,Chrome,213398,0.686777895,1,633.85,355663.3333,70%,90%,90%
1061,finance,content marketing,33802,24,55+,North America,mobile,Android,Chrome,375256,0.318844872,1,1408.416667,625426.6667,80%,80%,90%
1062,e-commerce,content marketing,16355,85,35-54,Europe,tablet,iOS,Chrome,461520,0.307663364,1,192.4117647,576900,70%,90%,90%
1063,finance,social media,35238,61,18-34,North America,mobile,Windows,Firefox,242925,0.549562187,1,577.6721311,242925,80%,70%,80%
1064,finance,search engine,48369,49,18-34,Europe,desktop,Windows,Chrome,209451,0.846644673,1,987.122449,209451,90%,70%,90%
1065,e-commerce,social media,22144,30,35-54,Europe,desktop,iOS,Firefox,188954,0.597159914,1,738.1333333,236192.5,90%,90%,80%
1066,e-commerce,search engine,10243,27,18-34,Asia-Pacific,tablet,Android,Firefox,35293,0.459038998,1,379.3703704,35293,70%,80%,80%
1067,e-commerce,social media,25336,24,55+,North America,desktop,Android,Chrome,52308,0.664141492,1,1055.666667,87180,90%,80%,90%
1068,services,content marketing,22680,20,18-34,South America,tablet,Android,Chrome,119841,0.812292839,1,1134,119841,70%,80%,90%
1069,retail,influencer,15594,59,55+,North America,tablet,Windows,Chrome,124816,0.78734247,1,264.3050847,208026.6667,70%,70%,90%
1072,finance,content marketing,42164,63,18-34,Europe,mobile,Android,Safari,214301,0.015758649,1,669.2698413,214301,80%,80%,70%
1075,services,search engine,38649,8,18-34,North America,desktop,Windows,Firefox,310031,0.6960061,1,4831.125,310031,90%,70%,80%
1077,manufacturing,email,34893,40,35-54,North America,mobile,iOS,Firefox,379733,0.156470457,1,872.325,474666.25,80%,90%,80%
1079,e-commerce,content marketing,48388,60,55+,Europe,mobile,Android,Firefox,429474,0.966948973,0,806.4666667,715790,80%,80%,80%
1080,finance,search engine,18042,28,35-54,Asia-Pacific,desktop,Android,Chrome,414459,0.211547845,1,644.3571429,518073.75,90%,80%,90%
1081,finance,content marketing,32577,88,35-54,South America,desktop,iOS,Chrome,158611,0.327180986,1,370.1931818,198263.75,90%,90%,90%
1082,services,influencer,18494,50,55+,Europe,desktop,Android,Firefox,28279,0.38862229,1,369.88,47131.66667,90%,80%,80%
1083,manufacturing,social media,26275,41,18-34,Asia-Pacific,desktop,iOS,Safari,189059,0.359887807,1,640.8536585,189059,90%,90%,70%
1084,technology,social media,44248,35,35-54,Europe,mobile,Android,Chrome,382725,0.627049691,1,1264.228571,478406.25,80%,80%,90%
1085,healthcare,influencer,28889,12,18-34,Europe,tablet,Windows,Firefox,413760,0.234573543,1,2407.416667,413760,70%,70%,80%
1089,manufacturing,social media,17509,37,55+,North America,mobile,Windows,Firefox,322811,0.241940903,1,473.2162162,538018.3333,80%,70%,80%
1090,technology,search engine,6011,56,55+,North America,desktop,Android,Firefox,436806,0.553124752,1,107.3392857,728010,90%,80%,80%
1094,services,social media,41836,76,55+,Asia-Pacific,mobile,Android,Chrome,147819,0.956160539,1,550.4736842,246365,80%,80%,90%
1097,healthcare,influencer,36038,75,55+,Africa,desktop,Android,Firefox,218158,0.017509132,1,480.5066667,363596.6667,90%,80%,80%
1098,finance,email,20948,85,35-54,Asia-Pacific,desktop,iOS,Chrome,323540,0.628931456,1,246.4470588,404425,90%,90%,90%
1100,finance,content marketing,15236,68,18-34,Africa,mobile,iOS,Firefox,442966,0.808995318,1,224.0588235,442966,80%,90%,80%
1102,finance,content marketing,30016,86,18-34,Asia-Pacific,mobile,Android,Firefox,205360,0.047768684,1,349.0232558,205360,80%,80%,80%
1106,e-commerce,social media,42891,13,55+,Africa,desktop,Windows,Safari,4774,0.425540064,1,3299.307692,7956.666667,90%,70%,70%
1107,finance,influencer,34621,20,18-34,North America,tablet,Android,Safari,109673,0.076779914,0,1731.05,109673,70%,80%,70%
1112,services,content marketing,11149,25,55+,Europe,desktop,Android,Firefox,30782,0.419110344,1,445.96,51303.33333,90%,80%,80%
1114,manufacturing,influencer,23136,28,35-54,Africa,desktop,Android,Safari,9016,0.799810897,1,826.2857143,11270,90%,80%,70%
1115,retail,email,34018,8,18-34,Asia-Pacific,tablet,Android,Chrome,292388,0.010341021,1,4252.25,292388,70%,80%,90%
1116,finance,social media,36376,83,18-34,South America,mobile,Windows,Chrome,66805,0.914939956,1,438.2650602,66805,80%,70%,90%
1117,finance,social media,48962,42,35-54,North America,mobile,iOS,Chrome,207198,0.18877996,0,1165.761905,258997.5,80%,90%,90%
1119,finance,search engine,9546,24,55+,Africa,mobile,Windows,Safari,76467,0.870774663,1,397.75,127445,80%,70%,70%
1120,manufacturing,influencer,20361,57,35-54,South America,mobile,iOS,Chrome,243209,0.686591214,1,357.2105263,304011.25,80%,90%,90%
1123,manufacturing,influencer,49256,23,55+,Europe,desktop,Windows,Safari,182868,0.386232706,1,2141.565217,304780,90%,70%,70%
1124,technology,influencer,34625,83,35-54,North America,tablet,Windows,Chrome,391933,0.966332236,1,417.1686747,489916.25,70%,70%,90%
1125,e-commerce,content marketing,45372,28,35-54,Europe,mobile,iOS,Firefox,333481,0.104616046,1,1620.428571,416851.25,80%,90%,80%
1126,healthcare,influencer,41782,60,18-34,Africa,mobile,Windows,Safari,45934,0.846131747,1,696.3666667,45934,80%,70%,70%
1127,finance,search engine,5899,58,18-34,North America,tablet,Windows,Safari,347237,0.325301333,1,101.7068966,347237,70%,70%,70%
1128,manufacturing,influencer,38957,52,18-34,North America,desktop,Windows,Chrome,323964,0.654563377,0,749.1730769,323964,90%,70%,90%
1129,manufacturing,email,36092,10,55+,Europe,mobile,Android,Safari,20317,0.631543516,1,3609.2,33861.66667,80%,80%,70%
1132,services,influencer,38343,21,55+,North America,desktop,iOS,Firefox,362016,0.148818639,1,1825.857143,603360,90%,90%,80%
1133,services,content marketing,13524,32,18-34,Europe,tablet,iOS,Safari,67339,0.56584878,1,422.625,67339,70%,90%,70%
1134,technology,social media,9307,86,18-34,Europe,tablet,iOS,Safari,335873,0.948857985,1,108.2209302,335873,70%,90%,70%
1135,retail,content marketing,11753,46,55+,Europe,tablet,Windows,Firefox,410732,0.925768087,1,255.5,684553.3333,70%,70%,80%
1138,finance,email,36900,22,35-54,Europe,desktop,iOS,Safari,46584,0.233809464,1,1677.272727,58230,90%,90%,70%
1139,technology,social media,49793,24,35-54,South America,tablet,Android,Safari,99257,0.909871138,1,2074.708333,124071.25,70%,80%,70%
1140,finance,search engine,45508,81,18-34,North America,tablet,Windows,Safari,56720,0.758493729,1,561.8271605,56720,70%,70%,70%
1141,finance,influencer,22439,82,18-34,Asia-Pacific,mobile,Windows,Chrome,227567,0.961263878,1,273.6463415,227567,80%,70%,90%
1144,finance,content marketing,39092,24,35-54,Asia-Pacific,desktop,Windows,Chrome,230168,0.735274904,1,1628.833333,287710,90%,70%,90%
1146,technology,content marketing,25211,44,18-34,Asia-Pacific,tablet,Android,Safari,361873,0.97451869,1,572.9772727,361873,70%,80%,70%
1148,services,search engine,23707,21,18-34,Europe,tablet,iOS,Chrome,432574,0.986214022,0,1128.904762,432574,70%,90%,90%
1151,e-commerce,content marketing,18766,52,18-34,Africa,tablet,Android,Chrome,402591,0.075586553,1,360.8846154,402591,70%,80%,90%
1153,manufacturing,search engine,21660,58,18-34,North America,mobile,iOS,Safari,494234,0.841282186,1,373.4482759,494234,80%,90%,70%
1154,manufacturing,social media,43172,14,35-54,Europe,tablet,Windows,Safari,413081,0.728153614,1,3083.714286,516351.25,70%,70%,70%
1157,finance,influencer,48212,89,18-34,Africa,desktop,iOS,Firefox,84322,0.894453948,0,541.7078652,84322,90%,90%,80%
1158,services,influencer,16243,74,55+,South America,desktop,Windows,Safari,64670,0.861826044,0,219.5,107783.3333,90%,70%,70%
1159,technology,email,48367,33,18-34,Asia-Pacific,tablet,iOS,Firefox,14983,0.966134336,1,1465.666667,14983,70%,90%,80%
1161,services,search engine,21690,44,35-54,Asia-Pacific,mobile,iOS,Safari,433052,0.494532324,1,492.9545455,541315,80%,90%,70%
1162,services,email,11663,27,18-34,Asia-Pacific,mobile,Windows,Safari,248014,0.080963391,1,431.962963,248014,80%,70%,70%
1164,finance,email,25673,64,35-54,Africa,tablet,Android,Safari,327146,0.732322347,1,401.140625,408932.5,70%,80%,70%
1165,services,social media,8589,29,35-54,North America,tablet,Android,Safari,202647,0.238011674,1,296.1724138,253308.75,70%,80%,70%
1169,manufacturing,social media,26492,58,55+,South America,tablet,Windows,Firefox,97069,0.426564292,1,456.7586207,161781.6667,70%,70%,80%
1170,e-commerce,influencer,7162,47,18-34,North America,mobile,Android,Safari,433659,0.471120159,1,152.3829787,433659,80%,80%,70%
1171,finance,influencer,19574,77,55+,South America,desktop,Windows,Safari,279561,0.511474365,1,254.2077922,465935,90%,70%,70%
1174,technology,influencer,10167,26,35-54,North America,tablet,Android,Safari,355547,0.069096951,1,391.0384615,444433.75,70%,80%,70%
1177,technology,email,25987,66,35-54,North America,tablet,Windows,Chrome,115519,0.731434466,1,393.7424242,144398.75,70%,70%,90%
1179,technology,influencer,8630,7,55+,North America,mobile,Windows,Safari,77589,0.184696207,1,1232.857143,129315,80%,70%,70%
1181,healthcare,social media,30366,44,35-54,Europe,desktop,iOS,Firefox,108995,0.418886136,1,690.1363636,136243.75,90%,90%,80%
1182,finance,search engine,44565,60,18-34,Asia-Pacific,mobile,Windows,Chrome,247026,0.509044996,1,742.75,247026,80%,70%,90%
1183,finance,influencer,36036,66,18-34,North America,desktop,iOS,Firefox,416206,0.899459234,0,546,416206,90%,90%,80%
1187,e-commerce,influencer,5576,69,35-54,South America,tablet,iOS,Firefox,322620,0.886553928,1,80.8115942,403275,70%,90%,80%
1189,services,content marketing,8764,64,55+,Asia-Pacific,mobile,iOS,Safari,36447,0.066187421,1,136.9375,60745,80%,90%,70%
1191,technology,content marketing,38224,42,35-54,Europe,mobile,Android,Firefox,276820,0.612317478,1,910.0952381,346025,80%,80%,80%
1192,services,content marketing,32825,62,35-54,North America,tablet,Windows,Safari,315901,0.858144444,1,529.4354839,394876.25,70%,70%,70%
1193,services,content marketing,33800,73,55+,Europe,desktop,Windows,Safari,489717,0.26902257,1,463.0136986,816195,90%,70%,70%
1195,e-commerce,content marketing,42675,47,55+,Asia-Pacific,mobile,iOS,Safari,27685,0.325976664,1,907.9787234,46141.66667,80%,90%,70%
1196,services,influencer,9968,37,35-54,Africa,mobile,Windows,Chrome,328579,0.118233188,1,269.4054054,410723.75,80%,70%,90%
1197,finance,social media,29925,9,35-54,Africa,mobile,Windows,Safari,96072,0.977215255,1,3325,120090,80%,70%,70%
1198,services,social media,32268,44,35-54,South America,tablet,Windows,Firefox,3522,0.540617767,1,733.3636364,4402.5,70%,70%,80%
1199,manufacturing,content marketing,19202,59,35-54,South America,mobile,iOS,Firefox,269005,0.272223204,1,325.4576271,336256.25,80%,90%,80%
1202,manufacturing,content marketing,21492,32,35-54,North America,tablet,Windows,Safari,15006,0.673724471,1,671.625,18757.5,70%,70%,70%
1205,finance,email,5240,54,35-54,Asia-Pacific,tablet,iOS,Chrome,239902,0.755823084,1,97.03703704,299877.5,70%,90%,90%
1208,services,influencer,43577,55,55+,Asia-Pacific,desktop,Windows,Chrome,208807,0.966696386,1,792.3090909,348011.6667,90%,70%,90%
1212,healthcare,email,47908,77,18-34,Europe,mobile,iOS,Firefox,431217,0.417212499,1,622.1818182,431217,80%,90%,80%
1213,technology,social media,45924,38,35-54,South America,mobile,iOS,Chrome,94040,0.514849022,1,1208.526316,117550,80%,90%,90%
1220,manufacturing,influencer,47365,76,55+,Europe,tablet,Android,Firefox,206375,0.745885356,0,623.2236842,343958.3333,70%,80%,80%
1222,manufacturing,content marketing,42579,75,35-54,Africa,tablet,iOS,Safari,189345,0.470115329,1,567.72,236681.25,70%,90%,70%
1223,finance,content marketing,12827,52,18-34,South America,desktop,Windows,Firefox,107995,0.321003657,1,246.6730769,107995,90%,70%,80%
1225,manufacturing,search engine,32324,76,35-54,South America,mobile,Windows,Safari,376659,0.335925813,1,425.3157895,470823.75,80%,70%,70%
1229,services,content marketing,42769,16,18-34,Asia-Pacific,tablet,Windows,Safari,189306,0.177639433,1,2673.0625,189306,70%,70%,70%
1230,manufacturing,influencer,22192,77,35-54,North America,tablet,Windows,Firefox,339510,0.572846866,1,288.2077922,424387.5,70%,70%,80%
1233,e-commerce,social media,36352,23,55+,Europe,mobile,iOS,Chrome,293878,0.742710078,1,1580.521739,489796.6667,80%,90%,90%
1236,retail,influencer,25614,12,35-54,Europe,mobile,Windows,Chrome,228239,0.560802352,1,2134.5,285298.75,80%,70%,90%
1239,manufacturing,content marketing,22066,26,55+,South America,mobile,Windows,Chrome,463627,0.674346206,1,848.6923077,772711.6667,80%,70%,90%
1240,services,influencer,49291,22,55+,Asia-Pacific,mobile,Windows,Firefox,175387,0.154496921,1,2240.5,292311.6667,80%,70%,80%
1242,finance,content marketing,5753,40,35-54,North America,tablet,Android,Firefox,119770,0.004652124,1,143.825,149712.5,70%,80%,80%
1244,manufacturing,social media,39374,83,55+,South America,tablet,Android,Safari,169452,0.31662139,1,474.3855422,282420,70%,80%,70%
1246,finance,search engine,8578,14,55+,Asia-Pacific,desktop,Windows,Safari,116849,0.476657432,1,612.7142857,194748.3333,90%,70%,70%
1249,manufacturing,content marketing,24229,40,18-34,Europe,mobile,Windows,Safari,398237,0.707021783,1,605.725,398237,80%,70%,70%
1251,retail,content marketing,47886,51,55+,Africa,desktop,iOS,Chrome,372898,0.42132708,1,938.9411765,621496.6667,90%,90%,90%
1252,healthcare,search engine,18875,43,35-54,North America,mobile,Windows,Chrome,355659,0.288733529,1,438.9534884,444573.75,80%,70%,90%
1253,finance,social media,40195,29,55+,Asia-Pacific,desktop,Android,Safari,331846,0.445567154,1,1386.034483,553076.6667,90%,80%,70%
1255,services,content marketing,19150,19,35-54,Europe,tablet,iOS,Chrome,456228,0.919041351,1,1007.894737,570285,70%,90%,90%
1256,finance,email,14701,75,18-34,Asia-Pacific,desktop,Android,Safari,211715,0.065588008,1,196.0133333,211715,90%,80%,70%
1257,e-commerce,influencer,28291,86,18-34,Africa,desktop,iOS,Safari,333547,0.528518751,1,328.9651163,333547,90%,90%,70%
1264,manufacturing,social media,48770,10,55+,North America,tablet,iOS,Safari,408185,0.486800303,1,4877,680308.3333,70%,90%,70%
1267,technology,social media,8281,19,35-54,South America,desktop,Windows,Safari,193568,0.304309048,1,435.8421053,241960,90%,70%,70%
1268,services,email,13810,45,18-34,South America,tablet,Android,Safari,73495,0.050406426,1,306.8888889,73495,70%,80%,70%
1269,finance,search engine,42722,37,18-34,Europe,tablet,Android,Chrome,136448,0.003848169,1,1154.648649,136448,70%,80%,90%
1270,services,social media,34850,30,35-54,North America,desktop,iOS,Firefox,478960,0.844551675,1,1161.666667,598700,90%,90%,80%
1271,e-commerce,search engine,41491,85,18-34,Europe,tablet,Android,Safari,51672,0.878135515,1,488.1294118,51672,70%,80%,70%
1276,services,search engine,33468,51,35-54,Africa,mobile,Android,Chrome,471265,0.556144485,1,656.2352941,589081.25,80%,80%,90%
1277,services,social media,33379,80,55+,Asia-Pacific,desktop,Windows,Safari,340109,0.533202975,1,417.2375,566848.3333,90%,70%,70%
1278,technology,email,30929,40,35-54,Asia-Pacific,tablet,Windows,Safari,9419,0.773759968,1,773.225,11773.75,70%,70%,70%
1279,finance,content marketing,42007,17,55+,Africa,desktop,iOS,Firefox,397317,0.293314394,1,2471,662195,90%,90%,80%
1280,finance,influencer,46313,63,18-34,Africa,tablet,iOS,Safari,54533,0.38911465,1,735.1269841,54533,70%,90%,70%
1282,services,search engine,18633,28,18-34,Africa,tablet,Android,Chrome,161110,0.566129689,1,665.4642857,161110,70%,80%,90%
1283,finance,influencer,49337,39,18-34,North America,mobile,iOS,Safari,305325,0.960811521,1,1265.051282,305325,80%,90%,70%
1284,e-commerce,search engine,9932,78,55+,Africa,tablet,Windows,Safari,47154,0.283850214,1,127.3333333,78590,70%,70%,70%
1285,finance,content marketing,21205,55,18-34,Europe,mobile,iOS,Chrome,412414,0.929249736,0,385.5454545,412414,80%,90%,90%
1286,services,social media,24934,29,35-54,Europe,desktop,Windows,Safari,98483,0.7292074,1,859.7931034,123103.75,90%,70%,70%
1287,finance,email,10183,75,55+,Asia-Pacific,desktop,Windows,Safari,391629,0.233879523,1,135.7733333,652715,90%,70%,70%
1289,manufacturing,content marketing,25744,12,55+,South America,desktop,Windows,Firefox,344957,0.366233981,1,2145.333333,574928.3333,90%,70%,80%
1290,healthcare,influencer,7053,58,35-54,Africa,tablet,Android,Safari,174487,0.122302021,1,121.6034483,218108.75,70%,80%,70%
1292,services,email,13359,23,35-54,South America,mobile,iOS,Chrome,243734,0.017227508,1,580.826087,304667.5,80%,90%,90%
1293,retail,social media,39934,86,35-54,Asia-Pacific,desktop,Android,Safari,114471,0.797808485,1,464.3488372,143088.75,90%,80%,70%
1294,healthcare,content marketing,45874,34,18-34,North America,desktop,Windows,Safari,464288,0.88484976,1,1349.235294,464288,90%,70%,70%
1302,services,email,16191,71,35-54,Asia-Pacific,tablet,Windows,Safari,147401,0.697013544,1,228.0422535,184251.25,70%,70%,70%
1304,e-commerce,influencer,11703,70,18-34,Europe,desktop,Android,Firefox,276835,0.08916233,1,167.1857143,276835,90%,80%,80%
1305,e-commerce,email,21611,9,55+,Europe,desktop,iOS,Chrome,473647,0.58831446,1,2401.222222,789411.6667,90%,90%,90%
1306,e-commerce,content marketing,39904,43,18-34,Europe,desktop,Android,Firefox,130013,0.054097249,1,928,130013,90%,80%,80%
1307,finance,social media,28695,9,35-54,North America,desktop,Windows,Firefox,102453,0.824779756,1,3188.333333,128066.25,90%,70%,80%
1308,e-commerce,content marketing,49691,39,18-34,North America,tablet,iOS,Chrome,483660,0.666806368,1,1274.128205,483660,70%,90%,90%
1310,e-commerce,social media,21633,21,35-54,South America,desktop,Android,Chrome,95709,0.761718426,1,1030.142857,119636.25,90%,80%,90%
1312,retail,social media,27422,67,55+,Asia-Pacific,mobile,Windows,Chrome,399029,0.298897906,0,409.2835821,665048.3333,80%,70%,90%
1313,manufacturing,search engine,8018,74,55+,North America,desktop,iOS,Firefox,15090,0.785664038,1,108.3513514,25150,90%,90%,80%
1317,technology,social media,23180,68,18-34,Africa,tablet,Android,Firefox,272047,0.221212921,1,340.8823529,272047,70%,80%,80%
1319,manufacturing,email,20870,29,18-34,Europe,desktop,iOS,Chrome,345261,0.215916363,1,719.6551724,345261,90%,90%,90%
1322,retail,content marketing,19578,39,55+,Africa,mobile,Windows,Chrome,432638,0.971402588,1,502,721063.3333,80%,70%,90%
1323,services,social media,18554,15,55+,South America,desktop,iOS,Chrome,202361,0.637938725,1,1236.933333,337268.3333,90%,90%,90%
1325,finance,content marketing,26585,57,55+,Asia-Pacific,tablet,Windows,Chrome,108238,0.553842722,1,466.4035088,180396.6667,70%,70%,90%
1327,manufacturing,content marketing,8546,62,18-34,North America,desktop,Windows,Chrome,436004,0.561674786,1,137.8387097,436004,90%,70%,90%
1331,finance,influencer,31165,19,55+,Africa,mobile,Windows,Firefox,276817,0.125855605,1,1640.263158,461361.6667,80%,70%,80%
1335,services,search engine,47319,34,55+,Europe,desktop,iOS,Safari,56033,0.443801735,1,1391.735294,93388.33333,90%,90%,70%
1336,retail,search engine,11140,62,18-34,Asia-Pacific,desktop,Windows,Chrome,143180,0.320659665,1,179.6774194,143180,90%,70%,90%
1338,services,search engine,27141,41,35-54,South America,tablet,Windows,Firefox,433344,0.586197712,1,661.9756098,541680,70%,70%,80%
1342,services,email,22989,89,55+,South America,mobile,Android,Safari,366914,0.846807649,0,258.3033708,611523.3333,80%,80%,70%
1343,manufacturing,influencer,26029,57,55+,North America,tablet,Android,Firefox,492380,0.76343452,1,456.6491228,820633.3333,70%,80%,80%
1346,finance,email,34703,78,35-54,Europe,tablet,iOS,Safari,19310,0.093468094,0,444.9102564,24137.5,70%,90%,70%
1347,finance,search engine,44284,87,18-34,Europe,tablet,iOS,Safari,455317,0.026322412,1,509.0114943,455317,70%,90%,70%
1350,finance,content marketing,11493,55,18-34,South America,mobile,iOS,Chrome,291115,0.344059683,1,208.9636364,291115,80%,90%,90%
1351,manufacturing,content marketing,37502,34,55+,Asia-Pacific,desktop,iOS,Firefox,245613,0.597573147,1,1103,409355,90%,90%,80%
1355,finance,social media,43176,58,18-34,Europe,mobile,Android,Chrome,278051,0.613282231,1,744.4137931,278051,80%,80%,90%
1360,retail,influencer,46368,13,18-34,South America,mobile,Windows,Firefox,282720,0.378499529,1,3566.769231,282720,80%,70%,80%
1362,manufacturing,content marketing,5796,32,55+,South America,mobile,Android,Safari,102440,0.637919457,1,181.125,170733.3333,80%,80%,70%
1364,manufacturing,influencer,10145,30,18-34,Asia-Pacific,mobile,Windows,Safari,452244,0.810835247,1,338.1666667,452244,80%,70%,70%
1365,services,content marketing,41939,77,55+,South America,desktop,Windows,Chrome,484677,0.171797372,1,544.6623377,807795,90%,70%,90%
1366,healthcare,content marketing,13175,87,35-54,Europe,tablet,iOS,Firefox,45744,0.771617297,1,151.4367816,57180,70%,90%,80%
1367,manufacturing,influencer,6514,39,18-34,Asia-Pacific,desktop,Android,Safari,483540,0.817417164,1,167.025641,483540,90%,80%,70%
1371,finance,influencer,16433,77,35-54,Asia-Pacific,desktop,Windows,Firefox,217084,0.677682022,1,213.4155844,271355,90%,70%,80%
1374,manufacturing,search engine,46658,41,35-54,Asia-Pacific,desktop,Windows,Chrome,53418,0.855765942,1,1138,66772.5,90%,70%,90%
1378,manufacturing,content marketing,48453,10,35-54,Asia-Pacific,tablet,Windows,Chrome,388110,0.199093915,1,4845.3,485137.5,70%,70%,90%
1379,services,email,36237,62,55+,South America,tablet,Windows,Firefox,229414,0.896635441,1,584.4677419,382356.6667,70%,70%,80%
1380,services,search engine,10364,22,35-54,Asia-Pacific,mobile,iOS,Chrome,310852,0.331587281,1,471.0909091,388565,80%,90%,90%
1381,manufacturing,influencer,5090,12,55+,North America,mobile,Android,Chrome,389654,0.396417466,1,424.1666667,649423.3333,80%,80%,90%
1384,technology,content marketing,21855,83,35-54,Europe,tablet,iOS,Chrome,255839,0.495316179,1,263.313253,319798.75,70%,90%,90%
1390,manufacturing,content marketing,16408,31,18-34,North America,tablet,iOS,Chrome,371455,0.557394502,1,529.2903226,371455,70%,90%,90%
1391,e-commerce,search engine,29002,68,55+,Asia-Pacific,mobile,iOS,Firefox,434872,0.403832808,0,426.5,724786.6667,80%,90%,80%
1393,technology,influencer,45645,86,55+,Asia-Pacific,desktop,Windows,Safari,107414,0.978547375,1,530.755814,179023.3333,90%,70%,70%
1394,technology,influencer,17138,36,35-54,North America,tablet,Android,Firefox,407645,0.094781589,1,476.0555556,509556.25,70%,80%,80%
1396,services,email,15896,53,55+,Europe,desktop,Android,Chrome,153028,0.91947952,0,299.9245283,255046.6667,90%,80%,90%
1398,technology,email,20360,48,18-34,North America,mobile,Windows,Chrome,184931,0.36302213,1,424.1666667,184931,80%,70%,90%
1401,e-commerce,search engine,21847,10,35-54,Africa,desktop,iOS,Chrome,72426,0.938920685,1,2184.7,90532.5,90%,90%,90%
1405,finance,search engine,42751,20,35-54,South America,desktop,Windows,Chrome,227154,0.421126575,1,2137.55,283942.5,90%,70%,90%
1406,retail,content marketing,38706,14,35-54,South America,tablet,iOS,Firefox,279197,0.845534116,1,2764.714286,348996.25,70%,90%,80%
1407,services,social media,19703,75,18-34,Europe,desktop,Android,Firefox,73555,0.800433658,1,262.7066667,73555,90%,80%,80%
1409,retail,search engine,44959,17,18-34,Asia-Pacific,mobile,iOS,Firefox,218238,0.41072046,1,2644.647059,218238,80%,90%,80%
1410,manufacturing,search engine,20058,35,18-34,Africa,tablet,iOS,Safari,389771,0.47247325,1,573.0857143,389771,70%,90%,70%
1411,e-commerce,social media,9056,61,18-34,Europe,desktop,Android,Firefox,351565,0.318356846,1,148.4590164,351565,90%,80%,80%
1413,e-commerce,influencer,28488,19,55+,North America,tablet,iOS,Safari,313552,0.89203356,1,1499.368421,522586.6667,70%,90%,70%
1414,e-commerce,content marketing,20772,70,35-54,Europe,desktop,iOS,Chrome,232967,0.250500039,1,296.7428571,291208.75,90%,90%,90%
1415,manufacturing,influencer,28116,55,18-34,Asia-Pacific,mobile,iOS,Safari,186486,0.825507817,1,511.2,186486,80%,90%,70%
1416,services,social media,38027,25,55+,South America,tablet,iOS,Firefox,266464,0.360744316,1,1521.08,444106.6667,70%,90%,80%
1417,finance,search engine,6656,73,55+,Africa,desktop,Android,Safari,97470,0.131828877,0,91.17808219,162450,90%,80%,70%
1418,manufacturing,influencer,48915,89,55+,South America,desktop,Android,Chrome,482843,0.040495043,1,549.6067416,804738.3333,90%,80%,90%
1419,finance,search engine,33855,58,18-34,Europe,mobile,iOS,Firefox,396969,0.479361536,1,583.7068966,396969,80%,90%,80%
1420,retail,email,49079,84,55+,South America,tablet,Android,Chrome,252339,0.568313536,1,584.2738095,420565,70%,80%,90%
1421,healthcare,email,44058,77,18-34,North America,tablet,Android,Chrome,21115,0.006033611,1,572.1818182,21115,70%,80%,90%
1423,finance,social media,12973,60,35-54,Europe,mobile,Windows,Chrome,316667,0.518529449,1,216.2166667,395833.75,80%,70%,90%
1425,finance,email,47392,85,18-34,Europe,tablet,iOS,Safari,319242,0.104515599,1,557.5529412,319242,70%,90%,70%
1426,manufacturing,influencer,18305,68,35-54,North America,desktop,iOS,Firefox,451344,0.705019089,1,269.1911765,564180,90%,90%,80%
1427,e-commerce,content marketing,15679,23,18-34,Africa,tablet,iOS,Chrome,172742,0.217032075,1,681.6956522,172742,70%,90%,90%
1430,manufacturing,content marketing,20643,25,35-54,Africa,mobile,Windows,Chrome,472340,0.006543656,1,825.72,590425,80%,70%,90%
1431,services,email,32355,16,35-54,Europe,tablet,iOS,Chrome,132358,0.186622704,1,2022.1875,165447.5,70%,90%,90%
1432,technology,influencer,47328,50,55+,Europe,desktop,Windows,Safari,51447,0.175502436,1,946.56,85745,90%,70%,70%
1433,finance,email,23008,55,18-34,Europe,mobile,Windows,Firefox,75143,0.000437391,1,418.3272727,75143,80%,70%,80%
1434,manufacturing,social media,28474,43,18-34,Asia-Pacific,desktop,Windows,Firefox,69678,0.717149044,1,662.1860465,69678,90%,70%,80%
1436,retail,email,5739,21,55+,Europe,desktop,Android,Safari,462582,0.396145478,1,273.2857143,770970,90%,80%,70%
